Attrition,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
No,26,Travel_Rarely,1349,Maternity,23,3,Life Sciences,1,Female,90,3,1,Other,4,Divorced,2886,3032,1,Y,No,22,4,2,80,2,3,3,1,3,2,0,2
No,30,Non-Travel,1400,Maternity,3,3,Life Sciences,3,Male,53,3,1,Nurse,4,Married,2097,16734,4,Y,No,15,3,3,80,1,9,3,1,5,3,1,4
No,29,Travel_Rarely,986,Maternity,3,4,Medical,2,Male,93,2,3,Administrative,3,Married,11935,21526,1,Y,No,18,3,3,80,0,10,2,3,10,2,0,7
Yes,29,Travel_Rarely,408,Maternity,25,5,Technical Degree,3,Female,71,2,1,Other,2,Married,2546,18300,5,Y,No,16,3,2,80,0,6,2,4,2,2,1,1
Yes,19,Travel_Rarely,489,Neurology,2,2,Technical Degree,1,Male,52,2,1,Other,4,Single,2564,18437,1,Y,No,12,3,3,80,0,1,3,4,1,0,0,0
No,30,Non-Travel,1398,Cardiology,22,4,Other,3,Female,69,3,3,Nurse,1,Married,8412,2890,0,Y,No,11,3,3,80,0,10,3,3,9,8,7,8
No,57,Travel_Rarely,210,Cardiology,29,3,Marketing,1,Male,56,2,4,Administrative,4,Divorced,14118,22102,3,Y,No,12,3,3,80,1,32,3,2,1,0,0,0
No,50,Travel_Rarely,1099,Neurology,29,4,Life Sciences,2,Male,88,2,4,Other,3,Married,17046,9314,0,Y,No,15,3,2,80,1,28,2,3,27,10,15,7
No,30,Non-Travel,1116,Maternity,2,3,Medical,3,Female,49,3,1,Nurse,4,Single,2564,7181,0,Y,No,14,3,3,80,0,12,2,2,11,7,6,7
No,60,Travel_Frequently,1499,Cardiology,28,3,Marketing,3,Female,80,2,3,Nurse,1,Married,10266,2845,4,Y,No,19,3,4,80,0,22,5,4,18,13,13,11
No,47,Travel_Rarely,983,Neurology,2,2,Medical,1,Female,65,3,2,Therapist,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4
No,46,Travel_Rarely,1009,Maternity,2,3,Life Sciences,1,Male,51,3,4,Administrative,3,Married,17861,2288,6,Y,No,13,3,3,80,0,26,2,1,3,2,0,1
No,35,Travel_Rarely,144,Maternity,22,3,Life Sciences,4,Male,46,1,1,Nurse,3,Single,4230,19225,0,Y,No,15,3,3,80,0,6,2,3,5,4,4,3
No,54,Travel_Rarely,548,Maternity,8,4,Life Sciences,3,Female,42,3,2,Nurse,3,Single,3780,23428,7,Y,No,11,3,3,80,0,19,3,3,1,0,0,0
No,34,Travel_Rarely,1303,Maternity,2,4,Life Sciences,4,Male,62,2,1,Other,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7
No,31,Travel_Rarely,1274,Maternity,9,1,Life Sciences,3,Male,33,3,3,Therapist,2,Divorced,10648,14394,1,Y,No,25,4,4,80,1,13,6,4,13,8,0,8
Yes,33,Travel_Rarely,1277,Neurology,15,1,Medical,2,Male,56,3,3,Other,3,Married,13610,24619,7,Y,Yes,12,3,4,80,0,15,2,4,7,6,7,7
No,33,Travel_Rarely,587,Maternity,10,1,Medical,1,Male,38,1,1,Nurse,4,Divorced,3408,6705,7,Y,No,13,3,1,80,3,8,2,3,4,3,1,3
No,30,Travel_Rarely,413,Cardiology,7,1,Marketing,4,Male,57,3,1,Other,2,Single,2983,18398,0,Y,No,14,3,1,80,0,4,3,3,3,2,1,2
No,35,Travel_Rarely,1276,Maternity,16,3,Life Sciences,4,Male,72,3,3,Nurse,3,Married,7632,14295,4,Y,Yes,12,3,3,80,0,10,2,3,8,7,0,0
Yes,31,Travel_Frequently,534,Maternity,20,3,Life Sciences,1,Male,66,3,3,Nurse,3,Married,9824,22908,3,Y,No,12,3,1,80,0,12,2,3,1,0,0,0
Yes,34,Travel_Frequently,988,Neurology,23,3,Human Resources,2,Female,43,3,3,Other,1,Divorced,9950,11533,9,Y,Yes,15,3,3,80,3,11,2,3,3,2,0,2
No,42,Travel_Frequently,1474,Maternity,5,2,Other,2,Male,97,3,1,Nurse,3,Married,2093,9260,4,Y,No,17,3,4,80,1,8,4,3,2,2,2,0
No,36,Non-Travel,635,Cardiology,10,4,Medical,2,Male,32,3,3,Nurse,4,Single,9980,15318,1,Y,No,14,3,4,80,0,10,3,2,10,3,9,7
No,22,Travel_Frequently,1368,Maternity,4,1,Technical Degree,3,Male,99,2,1,Nurse,3,Single,3894,9129,5,Y,No,16,3,3,80,0,4,3,3,2,2,1,2
No,48,Travel_Rarely,163,Cardiology,2,5,Marketing,2,Female,37,3,2,Nurse,4,Married,4051,19658,2,Y,No,14,3,1,80,1,14,2,3,9,7,6,7
No,55,Travel_Rarely,1117,Cardiology,18,5,Life Sciences,1,Female,83,3,4,Administrative,2,Single,16835,9873,3,Y,No,23,4,4,80,0,37,2,3,10,9,7,7
No,41,Non-Travel,267,Cardiology,10,2,Life Sciences,4,Male,56,3,2,Nurse,4,Single,6230,13430,7,Y,No,14,3,4,80,0,16,3,3,14,3,1,10
No,35,Travel_Rarely,619,Cardiology,1,3,Marketing,2,Male,85,3,2,Nurse,3,Married,4717,18659,9,Y,No,11,3,3,80,0,15,2,3,11,9,6,9
No,40,Travel_Rarely,302,Neurology,6,3,Life Sciences,2,Female,75,3,4,Therapist,3,Single,13237,20364,7,Y,No,15,3,3,80,0,22,3,3,20,6,5,13
No,39,Travel_Frequently,443,Maternity,8,1,Life Sciences,3,Female,48,3,1,Nurse,3,Married,3755,17872,1,Y,No,11,3,1,80,1,8,3,3,8,3,0,7
No,31,Travel_Rarely,828,Cardiology,2,1,Life Sciences,2,Male,77,3,2,Nurse,4,Single,6582,8346,4,Y,Yes,13,3,3,80,0,10,2,4,6,5,0,5
No,42,Travel_Rarely,319,Maternity,24,3,Medical,4,Male,56,3,3,Therapist,1,Married,7406,6950,1,Y,Yes,21,4,4,80,1,10,5,2,10,9,5,8
No,45,Travel_Rarely,561,Cardiology,2,3,Other,4,Male,61,3,2,Nurse,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7
Yes,26,Travel_Frequently,426,Neurology,17,4,Life Sciences,2,Female,58,3,1,Other,3,Divorced,2741,22808,0,Y,Yes,11,3,2,80,1,8,2,2,7,7,1,0
No,29,Travel_Rarely,232,Maternity,19,3,Technical Degree,4,Male,34,3,2,Therapist,4,Divorced,4262,22645,4,Y,No,12,3,2,80,2,8,2,4,3,2,1,2
No,33,Travel_Rarely,922,Maternity,1,5,Medical,1,Female,95,4,4,Administrative,3,Divorced,16184,22578,4,Y,No,19,3,3,80,1,10,2,3,6,1,0,5
No,31,Travel_Rarely,688,Cardiology,7,3,Life Sciences,3,Male,44,2,3,Administrative,4,Divorced,11557,25291,9,Y,No,21,4,3,80,1,10,3,2,5,4,0,1
Yes,18,Travel_Frequently,1306,Cardiology,5,3,Marketing,2,Male,69,3,1,Other,2,Single,1878,8059,1,Y,Yes,14,3,4,80,0,0,3,3,0,0,0,0
No,40,Non-Travel,1094,Cardiology,28,3,Other,3,Male,58,1,3,Nurse,1,Divorced,10932,11373,3,Y,No,15,3,3,80,1,20,2,3,1,0,0,1
No,41,Non-Travel,509,Maternity,2,4,Other,1,Female,62,2,2,Nurse,3,Single,6811,2112,2,Y,Yes,17,3,1,80,0,10,3,3,8,7,0,7
No,26,Travel_Rarely,775,Cardiology,29,2,Medical,1,Male,45,3,2,Nurse,3,Divorced,4306,4267,5,Y,No,12,3,1,80,2,8,5,3,0,0,0,0
No,35,Travel_Rarely,195,Cardiology,1,3,Medical,1,Female,80,3,2,Nurse,3,Single,4859,6698,1,Y,No,16,3,4,80,0,5,3,3,5,4,0,3
No,34,Travel_Rarely,258,Cardiology,21,4,Life Sciences,4,Male,74,4,2,Nurse,4,Single,5337,19921,1,Y,No,12,3,4,80,0,10,3,3,10,7,5,7
Yes,26,Travel_Rarely,471,Maternity,24,3,Technical Degree,3,Male,66,1,1,Nurse,4,Single,2340,23213,1,Y,Yes,18,3,2,80,0,1,3,1,1,0,0,0
No,37,Travel_Rarely,799,Neurology,1,3,Technical Degree,2,Female,59,3,3,Therapist,4,Single,7491,23848,4,Y,No,17,3,4,80,0,12,3,4,6,5,1,2
No,46,Travel_Frequently,1034,Maternity,18,1,Medical,1,Female,86,3,3,Nurse,3,Married,10527,8984,5,Y,No,11,3,4,80,0,28,3,2,2,2,1,2
No,41,Travel_Rarely,1276,Cardiology,2,5,Life Sciences,2,Female,91,3,4,Administrative,1,Married,16595,5626,7,Y,No,16,3,2,80,1,22,2,3,18,16,11,8
No,37,Non-Travel,142,Cardiology,9,4,Medical,1,Male,69,3,3,Nurse,2,Divorced,8834,24666,1,Y,No,13,3,4,80,1,9,6,3,9,5,7,7
No,52,Travel_Rarely,956,Maternity,6,2,Technical Degree,4,Male,78,3,2,Other,1,Divorced,5577,22087,3,Y,Yes,12,3,2,80,2,18,3,3,10,9,6,9
No,32,Non-Travel,1474,Cardiology,11,4,Other,4,Male,60,4,2,Nurse,3,Married,4707,23914,8,Y,No,12,3,4,80,0,6,2,3,4,2,1,2
No,24,Travel_Frequently,535,Cardiology,24,3,Medical,4,Male,38,3,1,Other,4,Married,2400,5530,0,Y,No,13,3,3,80,2,3,3,3,2,2,2,1
No,38,Travel_Rarely,1495,Maternity,10,3,Medical,3,Female,76,3,2,Nurse,3,Married,9824,22174,3,Y,No,19,3,3,80,1,18,4,3,1,0,0,0
No,37,Travel_Rarely,446,Neurology,1,4,Life Sciences,2,Female,65,3,2,Therapist,2,Married,6447,15701,6,Y,No,12,3,2,80,1,8,2,2,6,5,4,3
No,49,Travel_Rarely,1245,Maternity,18,4,Life Sciences,4,Male,58,2,5,Administrative,3,Divorced,19502,2125,1,Y,Yes,17,3,3,80,1,31,5,3,31,9,0,9
No,24,Travel_Rarely,691,Maternity,23,3,Medical,2,Male,89,4,1,Other,4,Married,2725,21630,1,Y,Yes,11,3,2,80,2,6,3,3,6,5,1,4
No,26,Travel_Rarely,703,Cardiology,28,2,Marketing,1,Male,66,3,2,Nurse,2,Married,6272,7428,1,Y,No,20,4,4,80,2,6,5,4,5,3,1,4
No,24,Travel_Rarely,823,Maternity,17,2,Other,4,Male,94,2,1,Nurse,2,Married,2127,9100,1,Y,No,21,4,4,80,1,1,2,3,1,0,0,0
No,50,Travel_Frequently,1246,Neurology,3,3,Medical,1,Male,99,3,5,Administrative,2,Married,18200,7999,1,Y,No,11,3,3,80,1,32,2,3,32,5,10,7
No,25,Travel_Rarely,622,Cardiology,13,1,Medical,2,Male,40,3,1,Other,3,Married,2096,26376,1,Y,No,11,3,3,80,0,7,1,3,7,4,0,6
Yes,24,Travel_Frequently,1287,Maternity,7,3,Life Sciences,1,Female,55,3,1,Nurse,3,Married,2886,14168,1,Y,Yes,16,3,4,80,1,6,4,3,6,3,1,2
Yes,30,Travel_Frequently,448,Cardiology,12,4,Life Sciences,2,Male,74,2,1,Other,1,Married,2033,14470,1,Y,No,18,3,3,80,1,1,2,4,1,0,0,0
No,34,Travel_Rarely,254,Maternity,1,2,Life Sciences,2,Male,83,2,1,Other,4,Married,3622,22794,1,Y,Yes,13,3,4,80,1,6,3,3,6,5,1,3
No,31,Travel_Rarely,1365,Cardiology,13,4,Medical,2,Male,46,3,2,Nurse,1,Divorced,4233,11512,2,Y,No,17,3,3,80,0,9,2,1,3,1,1,2
No,35,Travel_Rarely,538,Maternity,25,2,Other,1,Male,54,2,2,Nurse,4,Single,3681,14004,4,Y,No,14,3,4,80,0,9,3,3,3,2,0,2
No,31,Travel_Rarely,525,Cardiology,6,4,Medical,1,Male,66,4,2,Nurse,4,Divorced,5460,6219,4,Y,No,22,4,4,80,2,13,4,4,7,7,5,7
No,27,Travel_Rarely,798,Maternity,6,4,Medical,1,Female,66,2,1,Other,3,Divorced,2187,5013,0,Y,No,12,3,3,80,2,6,5,2,5,3,0,3
No,37,Travel_Rarely,558,Cardiology,2,3,Marketing,4,Male,75,3,2,Nurse,3,Married,9602,3010,4,Y,Yes,11,3,3,80,1,17,3,2,3,0,1,0
No,42,Travel_Rarely,622,Maternity,2,4,Life Sciences,3,Female,81,3,2,Nurse,4,Married,4089,5718,1,Y,No,13,3,2,80,2,10,4,3,10,2,2,2
No,43,Travel_Rarely,782,Maternity,6,4,Other,2,Male,50,2,4,Administrative,4,Divorced,16627,2671,4,Y,Yes,14,3,3,80,1,21,3,2,1,0,0,0
No,38,Travel_Rarely,362,Maternity,1,1,Life Sciences,3,Female,43,3,1,Other,1,Single,2619,14561,3,Y,No,17,3,4,80,0,8,3,2,0,0,0,0
No,43,Travel_Frequently,1001,Maternity,9,5,Medical,4,Male,72,3,2,Nurse,3,Divorced,5679,19627,3,Y,Yes,13,3,2,80,1,10,3,3,8,7,4,7
No,48,Travel_Rarely,1236,Neurology,1,4,Life Sciences,4,Female,40,2,4,Other,1,Married,15402,17997,7,Y,No,11,3,1,80,1,21,3,1,3,2,0,2
No,44,Travel_Rarely,1112,Neurology,1,4,Life Sciences,1,Female,50,2,2,Other,3,Single,5985,26894,4,Y,No,11,3,2,80,0,10,1,4,2,2,0,2
No,34,Travel_Rarely,204,Cardiology,14,3,Technical Degree,3,Female,31,3,1,Other,3,Divorced,2579,2912,1,Y,Yes,18,3,4,80,2,8,3,3,8,2,0,6
No,27,Travel_Rarely,1420,Cardiology,2,1,Marketing,3,Male,85,3,1,Other,1,Divorced,3041,16346,0,Y,No,11,3,2,80,1,5,3,3,4,3,0,2
No,21,Travel_Rarely,1343,Cardiology,22,1,Technical Degree,3,Male,49,3,1,Other,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2
No,44,Travel_Rarely,1315,Neurology,3,4,Other,4,Male,35,3,5,Other,4,Married,19513,9358,4,Y,Yes,12,3,1,80,1,26,2,4,2,2,0,1
No,22,Travel_Rarely,604,Maternity,6,1,Medical,1,Male,69,3,1,Other,3,Married,2773,12145,0,Y,No,20,4,4,80,0,3,3,3,2,2,2,2
No,33,Travel_Rarely,1216,Cardiology,8,4,Marketing,3,Male,39,3,2,Nurse,3,Divorced,7104,20431,0,Y,No,12,3,4,80,0,6,3,3,5,0,1,2
No,32,Travel_Rarely,646,Maternity,9,4,Life Sciences,1,Female,92,3,2,Other,4,Married,6322,18089,1,Y,Yes,12,3,4,80,1,6,2,2,6,4,0,5
No,30,Travel_Frequently,160,Maternity,3,3,Medical,3,Female,71,3,1,Other,3,Divorced,2083,22653,1,Y,No,20,4,3,80,1,1,2,3,1,0,0,0
No,53,Travel_Rarely,238,Cardiology,1,1,Medical,4,Female,34,3,2,Nurse,1,Single,8381,7507,7,Y,No,20,4,4,80,0,18,2,4,14,7,8,10
No,34,Travel_Rarely,1397,Maternity,1,5,Life Sciences,2,Male,42,3,1,Other,4,Married,2691,7660,1,Y,No,12,3,4,80,1,10,4,2,10,9,8,8
Yes,45,Travel_Frequently,306,Cardiology,26,4,Life Sciences,1,Female,100,3,2,Nurse,1,Married,4286,5630,2,Y,No,14,3,4,80,2,5,4,3,1,1,0,0
No,26,Travel_Rarely,991,Maternity,6,3,Life Sciences,3,Female,71,3,1,Nurse,4,Married,2659,17759,1,Y,Yes,13,3,3,80,1,3,2,3,3,2,0,2
No,37,Travel_Rarely,482,Neurology,3,3,Other,3,Male,36,3,3,Therapist,3,Married,9434,9606,1,Y,No,15,3,3,80,1,10,2,3,10,7,7,8
No,29,Travel_Rarely,1176,Cardiology,3,2,Medical,2,Female,62,3,2,Nurse,3,Married,5561,3487,1,Y,No,14,3,1,80,1,6,5,2,6,0,1,2
No,35,Travel_Rarely,1017,Maternity,6,4,Life Sciences,2,Male,82,1,2,Other,4,Single,6646,19368,1,Y,No,13,3,2,80,0,17,3,3,17,11,11,8
No,33,Travel_Frequently,1296,Maternity,6,3,Life Sciences,3,Male,30,3,2,Nurse,4,Divorced,7725,5335,3,Y,No,23,4,3,80,1,15,2,1,13,11,4,7
No,54,Travel_Rarely,397,Neurology,19,4,Medical,3,Male,88,3,3,Other,2,Married,10725,6729,2,Y,No,15,3,3,80,1,16,1,4,9,7,7,1
No,36,Travel_Rarely,913,Maternity,9,2,Medical,2,Male,48,2,2,Therapist,2,Divorced,8847,13934,2,Y,Yes,11,3,3,80,1,13,2,3,3,2,0,2
No,27,Travel_Rarely,1115,Maternity,3,4,Medical,1,Male,54,2,1,Other,4,Single,2045,15174,0,Y,No,13,3,4,80,0,5,0,3,4,2,1,1
Yes,20,Travel_Rarely,1362,Maternity,10,1,Medical,4,Male,32,3,1,Other,3,Single,1009,26999,1,Y,Yes,11,3,4,80,0,1,5,3,1,0,1,1
Yes,33,Travel_Frequently,1076,Maternity,3,3,Life Sciences,1,Male,70,3,1,Other,1,Single,3348,3164,1,Y,Yes,11,3,1,80,0,10,3,3,10,8,9,7
No,35,Non-Travel,727,Maternity,3,3,Life Sciences,3,Male,41,2,1,Nurse,3,Married,1281,16900,1,Y,No,18,3,3,80,2,1,3,3,1,0,0,0
No,23,Travel_Rarely,885,Maternity,4,3,Medical,1,Male,58,4,1,Other,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2
No,25,Travel_Rarely,810,Cardiology,8,3,Life Sciences,4,Male,57,4,2,Nurse,2,Married,4851,15678,0,Y,No,22,4,3,80,1,4,4,3,3,2,1,2
No,38,Travel_Rarely,243,Cardiology,7,4,Marketing,4,Female,46,2,2,Nurse,4,Single,4028,7791,0,Y,No,20,4,1,80,0,8,2,3,7,7,0,5
No,29,Travel_Frequently,806,Maternity,1,4,Life Sciences,2,Male,76,1,1,Other,4,Divorced,2720,18959,1,Y,No,18,3,4,80,1,10,5,3,10,7,2,8
No,48,Travel_Rarely,817,Cardiology,2,1,Marketing,2,Male,56,4,2,Nurse,2,Married,8120,18597,3,Y,No,12,3,4,80,0,12,3,3,2,2,2,2
No,27,Travel_Frequently,1410,Cardiology,3,1,Medical,4,Female,71,4,2,Nurse,4,Divorced,4647,16673,1,Y,Yes,20,4,2,80,2,6,3,3,6,5,0,4
No,37,Travel_Rarely,1225,Maternity,10,2,Life Sciences,4,Male,80,4,1,Other,4,Single,4680,15232,3,Y,No,17,3,1,80,0,4,2,3,1,0,0,0
No,50,Travel_Rarely,1207,Maternity,28,1,Medical,4,Male,74,4,1,Nurse,3,Married,3221,3297,1,Y,Yes,11,3,3,80,3,20,3,3,20,8,3,8
No,34,Travel_Rarely,1442,Maternity,9,3,Medical,4,Female,46,2,3,Nurse,2,Single,8621,17654,1,Y,No,14,3,2,80,0,9,3,4,8,7,7,7
No,24,Travel_Rarely,693,Cardiology,3,2,Life Sciences,1,Female,65,3,2,Nurse,3,Single,4577,24785,9,Y,No,14,3,1,80,0,4,3,3,2,2,2,0
No,39,Travel_Rarely,408,Maternity,2,4,Technical Degree,4,Female,80,2,2,Nurse,3,Single,4553,20978,1,Y,No,11,3,1,80,0,20,4,3,20,7,11,10
No,32,Travel_Rarely,929,Cardiology,10,3,Marketing,4,Male,55,3,2,Nurse,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8
No,50,Travel_Frequently,562,Cardiology,8,2,Technical Degree,2,Male,50,3,2,Nurse,3,Married,6796,23452,3,Y,Yes,14,3,1,80,1,18,4,3,4,3,1,3
No,38,Travel_Rarely,827,Maternity,1,4,Life Sciences,2,Female,33,4,2,Nurse,4,Single,7625,19383,0,Y,No,13,3,3,80,0,10,4,2,9,7,1,8
No,27,Travel_Rarely,608,Neurology,1,2,Life Sciences,3,Female,68,3,3,Therapist,1,Married,7412,6009,1,Y,No,11,3,4,80,0,9,3,3,9,7,0,7
No,32,Travel_Rarely,1018,Maternity,3,2,Life Sciences,3,Female,39,3,3,Administrative,4,Single,11159,19373,3,Y,No,15,3,4,80,0,10,6,3,7,7,7,7
No,47,Travel_Rarely,703,Cardiology,14,4,Marketing,4,Male,42,3,2,Nurse,1,Single,4960,11825,2,Y,No,12,3,4,80,0,20,2,3,7,7,1,7
No,40,Travel_Frequently,580,Cardiology,5,4,Life Sciences,4,Male,48,2,3,Nurse,1,Married,10475,23772,5,Y,Yes,21,4,3,80,1,20,2,3,18,13,1,12
No,53,Travel_Rarely,970,Maternity,7,3,Life Sciences,3,Male,59,4,4,Administrative,3,Married,14814,13514,3,Y,No,19,3,3,80,0,32,3,3,5,1,1,3
No,41,Travel_Rarely,427,Neurology,10,4,Human Resources,2,Male,73,2,5,Administrative,4,Divorced,19141,8861,3,Y,No,15,3,2,80,3,23,2,2,21,6,12,6
No,60,Travel_Rarely,1179,Cardiology,16,4,Marketing,1,Male,84,3,2,Nurse,1,Single,5405,11924,8,Y,No,14,3,4,80,0,10,1,3,2,2,2,2
No,27,Travel_Frequently,294,Maternity,10,2,Life Sciences,4,Male,32,3,3,Therapist,1,Divorced,8793,4809,1,Y,No,21,4,3,80,2,9,4,2,9,7,1,7
No,41,Travel_Rarely,314,Neurology,1,3,Human Resources,4,Male,59,2,5,Administrative,3,Married,19189,19562,1,Y,No,12,3,2,80,1,22,3,3,22,7,2,10
No,50,Travel_Rarely,316,Cardiology,8,4,Marketing,4,Male,54,3,1,Other,2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2
Yes,28,Travel_Rarely,654,Maternity,1,2,Life Sciences,1,Female,67,1,1,Other,2,Single,2216,3872,7,Y,Yes,13,3,4,80,0,10,4,3,7,7,3,7
No,36,Non-Travel,427,Maternity,8,3,Life Sciences,1,Female,63,4,3,Administrative,1,Married,11713,20335,9,Y,No,14,3,1,80,1,10,2,3,8,7,0,5
No,38,Travel_Rarely,168,Neurology,1,3,Life Sciences,3,Female,81,3,3,Therapist,3,Single,7861,15397,4,Y,Yes,14,3,4,80,0,10,4,4,1,0,0,0
No,44,Non-Travel,381,Maternity,24,3,Medical,1,Male,49,1,1,Nurse,3,Single,3708,2104,2,Y,No,14,3,3,80,0,9,5,3,5,2,1,4
No,47,Travel_Frequently,217,Cardiology,3,3,Medical,4,Female,49,3,4,Nurse,3,Divorced,13770,10225,9,Y,Yes,12,3,4,80,2,28,2,2,22,2,11,13
No,30,Travel_Rarely,501,Cardiology,27,5,Marketing,3,Male,99,3,2,Nurse,4,Divorced,5304,25275,7,Y,No,23,4,4,80,1,10,2,2,8,7,7,7
No,29,Travel_Rarely,1396,Cardiology,10,3,Life Sciences,3,Male,99,3,1,Other,3,Single,2642,2755,1,Y,No,11,3,3,80,0,1,6,3,1,0,0,0
Yes,42,Travel_Frequently,933,Maternity,19,3,Medical,3,Male,57,4,1,Other,3,Divorced,2759,20366,6,Y,Yes,12,3,4,80,0,7,2,3,2,2,2,2
No,43,Travel_Frequently,775,Cardiology,15,3,Life Sciences,4,Male,47,2,2,Nurse,4,Married,6804,23683,3,Y,No,18,3,3,80,1,7,5,3,2,2,2,2
No,34,Travel_Rarely,970,Maternity,8,2,Medical,2,Female,96,3,2,Nurse,3,Single,6142,7360,3,Y,No,11,3,4,80,0,10,2,3,5,1,4,3
No,23,Travel_Rarely,650,Maternity,9,1,Medical,2,Male,37,3,1,Nurse,1,Married,2500,4344,1,Y,No,14,3,4,80,1,5,2,4,4,3,0,2
No,39,Travel_Rarely,141,Neurology,3,3,Human Resources,3,Female,44,4,2,Other,2,Married,6389,18767,9,Y,No,15,3,3,80,1,12,3,1,8,3,3,6
No,56,Travel_Rarely,832,Maternity,9,3,Medical,3,Male,81,3,4,Nurse,4,Married,11103,20420,7,Y,No,11,3,3,80,0,30,1,2,10,7,1,1
No,40,Travel_Rarely,804,Maternity,2,1,Medical,4,Female,86,2,1,Other,4,Single,2342,22929,0,Y,Yes,20,4,4,80,0,5,2,2,4,2,2,3
No,27,Travel_Rarely,975,Maternity,7,3,Medical,4,Female,55,2,2,Nurse,1,Single,6811,23398,8,Y,No,19,3,1,80,0,9,2,1,7,6,0,7
No,29,Travel_Rarely,1090,Cardiology,10,3,Marketing,4,Male,83,3,1,Other,2,Divorced,2297,17967,1,Y,No,14,3,4,80,2,2,2,3,2,2,2,2
No,53,Travel_Rarely,346,Maternity,6,3,Life Sciences,4,Male,86,3,2,Nurse,4,Single,2450,10919,2,Y,No,17,3,4,80,0,19,4,3,2,2,2,2
No,35,Non-Travel,1225,Maternity,2,4,Life Sciences,4,Female,61,3,2,Nurse,1,Divorced,5093,4761,2,Y,No,11,3,1,80,1,16,2,4,1,0,0,0
No,32,Travel_Frequently,430,Maternity,24,4,Life Sciences,1,Male,80,3,2,Nurse,4,Married,5309,21146,1,Y,No,15,3,4,80,2,10,2,3,10,8,4,7
No,38,Travel_Rarely,268,Maternity,2,5,Medical,4,Male,92,3,1,Other,3,Married,3057,20471,6,Y,Yes,13,3,2,80,1,6,0,1,1,0,0,1
No,34,Travel_Rarely,167,Cardiology,8,5,Life Sciences,2,Female,32,3,2,Therapist,1,Divorced,5121,4187,3,Y,No,14,3,3,80,1,7,3,3,0,0,0,0
No,52,Travel_Rarely,621,Cardiology,3,4,Marketing,3,Male,31,2,4,Administrative,1,Married,16856,10084,1,Y,No,11,3,1,80,0,34,3,4,34,6,1,16
Yes,33,Travel_Rarely,527,Maternity,1,4,Other,4,Male,63,3,1,Other,4,Single,2686,5207,1,Y,Yes,13,3,3,80,0,10,2,2,10,9,7,8
No,25,Travel_Rarely,883,Cardiology,26,1,Medical,3,Female,32,3,2,Nurse,4,Single,6180,22807,1,Y,No,23,4,2,80,0,6,5,2,6,5,1,4
No,45,Travel_Rarely,954,Cardiology,2,2,Technical Degree,2,Male,46,1,2,Other,3,Single,6632,12388,0,Y,No,13,3,1,80,0,9,3,3,8,7,3,1
No,23,Travel_Rarely,310,Maternity,10,1,Medical,1,Male,79,4,1,Other,3,Single,3505,19630,1,Y,No,18,3,4,80,0,2,3,3,2,2,0,2
Yes,47,Travel_Frequently,719,Cardiology,27,2,Life Sciences,2,Female,77,4,2,Nurse,3,Single,6397,10339,4,Y,Yes,12,3,4,80,0,8,2,3,5,4,1,3
No,34,Travel_Rarely,304,Cardiology,2,3,Other,4,Male,60,3,2,Nurse,4,Single,6274,18686,1,Y,No,22,4,3,80,0,6,5,3,6,5,1,4
Yes,55,Travel_Rarely,725,Neurology,2,3,Medical,4,Male,78,3,5,Other,1,Married,19859,21199,5,Y,Yes,13,3,4,80,1,24,2,3,5,2,1,4
No,36,Non-Travel,1434,Cardiology,8,4,Life Sciences,1,Male,76,2,3,Nurse,1,Single,7587,14229,1,Y,No,15,3,2,80,0,10,1,3,10,7,0,9
No,52,Non-Travel,715,Maternity,19,4,Medical,4,Male,41,3,1,Other,4,Married,4258,26589,0,Y,No,18,3,1,80,1,5,3,3,4,3,1,2
No,26,Travel_Frequently,575,Maternity,1,2,Life Sciences,1,Female,71,1,1,Nurse,4,Divorced,4364,5288,3,Y,No,14,3,1,80,1,5,2,3,2,2,2,0
No,29,Travel_Rarely,657,Maternity,27,3,Medical,2,Female,66,3,2,Nurse,3,Married,4335,25549,4,Y,No,12,3,1,80,1,11,3,2,8,7,1,1
Yes,26,Travel_Rarely,1146,Cardiology,8,3,Technical Degree,4,Male,38,2,2,Nurse,1,Single,5326,3064,6,Y,No,17,3,3,80,0,6,2,2,4,3,1,2
No,34,Travel_Rarely,182,Maternity,1,4,Life Sciences,2,Female,72,4,1,Other,4,Single,3280,13551,2,Y,No,16,3,3,80,0,10,2,3,4,2,1,3
